,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
FGBI,8,2018-09-30,1544442000.0,1752553000.0,32040000.0,15161000.0,4545000.0,142344000.0
FGBI,9,2018-06-30,1529668000.0,1722814000.0,20884000.0,9544000.0,3346000.0,141199000.0
FGBI,10,2018-03-31,1550230000.0,1731776000.0,10207000.0,4548000.0,1578000.0,140003000.0
FGBI,11,2017-12-31,1549286000.0,1750430000.0,38521000.0,14393000.0,8340000.0,143983000.0
FGBI,12,2017-09-30,1497080000.0,1691459000.0,28160000.0,10271000.0,5956000.0,142769000.0
FGBI,13,2017-06-30,1540651000.0,1724923000.0,18015000.0,6303000.0,3953000.0,140272000.0
FGBI,14,2017-03-31,1402268000.0,1572331000.0,8994000.0,2928000.0,1956000.0,126905000.0
FGBI,15,2016-12-31,1326181000.0,1500946000.0,32885000.0,10140000.0,9455000.0,124349000.0
FGBI,16,2016-09-30,1256971000.0,1440500000.0,24714000.0,7623000.0,8026000.0,129147000.0
FGBI,17,2016-06-30,1279989000.0,1460736000.0,16415000.0,5104000.0,5475000.0,127414000.0
FGBI,18,2016-03-31,1300727000.0,1468997000.0,8099000.0,2588000.0,1834000.0,123303000.0
FGBI,19,2015-12-31,1295870000.0,1459753000.0,31095000.0,8608000.0,8956000.0,118224000.0
FGBI,20,2015-09-30,1272139000.0,1428760000.0,23383000.0,6551000.0,7571000.0,148325000.0
FGBI,21,2015-06-30,1347298000.0,1512713000.0,15613000.0,4432000.0,3860000.0,145752000.0
FGBI,22,2015-03-31,1395064000.0,1551312000.0,7893000.0,2244000.0,1742000.0,146124000.0
FGBI,23,2014-12-31,1371839000.0,1518876000.0,31594000.0,9202000.0,6177000.0,139583000.0
FGBI,24,2014-09-30,1320393000.0,1476804000.0,23369000.0,6978000.0,4723000.0,136408000.0
FGBI,25,2014-06-30,1328081000.0,1471290000.0,15726000.0,4682000.0,3116000.0,135226000.0
FGBI,26,2014-03-31,1296769000.0,1441854000.0,7624000.0,2356000.0,1631000.0,129456000.0
FGBI,27,2013-12-31,1303099000.0,1436441000.0,30987000.0,11134000.0,7478000.0,123405000.0
FGBI,28,2013-09-30,1250623000.0,1424548000.0,23405000.0,8561000.0,6010000.0,125061000.0
FGBI,29,2013-06-30,1262848000.0,1422535000.0,15566000.0,5773000.0,4541000.0,124079000.0
FGBI,30,2013-03-31,1227790000.0,1383745000.0,7704000.0,2920000.0,2230000.0,134104000.0
FGBI,31,2012-12-31,1252612000.0,1407303000.0,31161000.0,13120000.0,11140000.0,134181000.0
FGBI,32,2012-09-30,1206170000.0,1361234000.0,22938000.0,10093000.0,7982000.0,134456000.0
FGBI,33,2012-06-30,1205746000.0,1364128000.0,15127000.0,6923000.0,4651000.0,131419000.0
FGBI,34,2012-03-31,1212560000.0,1358919000.0,7250000.0,3568000.0,2259000.0,124808000.0
FGBI,35,2011-12-31,1207302000.0,1353866000.0,28821000.0,15118000.0,11273000.0,126602000.0
FGBI,36,2011-09-30,1172093000.0,1312201000.0,21178000.0,11368000.0,8935000.0,126345000.0
FGBI,37,2011-06-30,1045400000.0,1161268000.0,13323000.0,7471000.0,4970000.0,101128000.0
ESSA,0,2020-06-30,1484835000.0,2009117000.0,28717000.0,12952000.0,8014000.0,193685000.0
ESSA,1,2020-03-31,1327613000.0,1955176000.0,19587000.0,9299000.0,5131000.0,193666000.0
ESSA,2,2019-12-31,1349364000.0,1810643000.0,9763000.0,4687000.0,2426000.0,191363000.0
ESSA,3,2019-09-30,1342830000.0,1799427000.0,38053000.0,20749000.0,8157000.0,189508000.0
ESSA,4,2019-06-30,1331583000.0,1800024000.0,28881000.0,15665000.0,6056000.0,188077000.0
ESSA,5,2019-03-31,1293883000.0,1835814000.0,19363000.0,10380000.0,4194000.0,183637000.0
ESSA,6,2018-12-31,1307917000.0,1862878000.0,9652000.0,4984000.0,2126000.0,184775000.0
ESSA,7,2018-09-30,1336855000.0,1833790000.0,39853000.0,16268000.0,7813000.0,179186000.0
ESSA,8,2018-06-30,1269866000.0,1827274000.0,30433000.0,11676000.0,5811000.0,178810000.0
ESSA,9,2018-03-31,1239353000.0,1820924000.0,20270000.0,7520000.0,3914000.0,177378000.0
ESSA,10,2017-12-31,1251021000.0,1822416000.0,10282000.0,3608000.0,1969000.0,179479000.0
ESSA,11,2017-09-30,1274861000.0,1785218000.0,41438000.0,12799000.0,8199000.0,182727000.0
ESSA,12,2017-06-30,1216462000.0,1763797000.0,31226000.0,9341000.0,5761000.0,180551000.0
ESSA,13,2017-03-31,1238375000.0,1758729000.0,20906000.0,6093000.0,3641000.0,178769000.0
ESSA,14,2016-12-31,1192941000.0,1778610000.0,10402000.0,3018000.0,1857000.0,171439000.0
ESSA,15,2016-09-30,1214820000.0,1772479000.0,42858000.0,11431000.0,8783000.0,176344000.0
ESSA,16,2016-06-30,1169340000.0,1766681000.0,31543000.0,8462000.0,6390000.0,177450000.0
ESSA,17,2016-03-31,1210106000.0,1763289000.0,20892000.0,5598000.0,4094000.0,174561000.0
ESSA,18,2015-12-31,1240170000.0,1763413000.0,9786000.0,2723000.0,1817000.0,170028000.0
ESSA,19,2015-09-30,1096754000.0,1606544000.0,36865000.0,10390000.0,7896000.0,171280000.0
ESSA,20,2015-06-30,1075553000.0,1598824000.0,27423000.0,7793000.0,5663000.0,171327000.0
ESSA,21,2015-03-31,1103797000.0,1584571000.0,18064000.0,5236000.0,3715000.0,172505000.0
ESSA,22,2014-12-31,1106454000.0,1567754000.0,8966000.0,2658000.0,1814000.0,169486000.0
ESSA,23,2014-09-30,1133889000.0,1574815000.0,33811000.0,10627000.0,7407000.0,167309000.0
ESSA,24,2014-06-30,1143095000.0,1559178000.0,24727000.0,7964000.0,5479000.0,171297000.0
ESSA,25,2014-03-31,998430000.0,1365394000.0,15632000.0,5276000.0,3379000.0,167734000.0
ESSA,26,2013-12-31,996391000.0,1355196000.0,7748000.0,2691000.0,1627000.0,166549000.0
ESSA,27,2013-09-30,1041059000.0,1372315000.0,32462000.0,11257000.0,8024000.0,166446000.0
ESSA,28,2013-06-30,1010500000.0,1378417000.0,24449000.0,8679000.0,6284000.0,165050000.0
ESSA,29,2013-03-31,1004032000.0,1385876000.0,16295000.0,6037000.0,4484000.0,171757000.0
ESSA,30,2012-12-31,967892000.0,1405642000.0,7505000.0,3231000.0,2026000.0,177347000.0
ESSA,31,2012-09-30,995634000.0,1418786000.0,33005000.0,16132000.0,6735000.0,175411000.0
ESSA,32,2012-06-30,688897000.0,1113063000.0,20062000.0,12224000.0,4642000.0,163674000.0
ESSA,33,2012-03-31,675870000.0,1114204000.0,13536000.0,8384000.0,3147000.0,162030000.0
ESSA,34,2011-12-31,640344000.0,1097071000.0,6662000.0,4321000.0,1524000.0,161517000.0
ESSA,35,2011-09-30,637924000.0,1097480000.0,26045000.0,18280000.0,6325000.0,161679000.0
ESSA,36,2011-06-30,655369000.0,1102623000.0,19660000.0,13741000.0,4117000.0,164599000.0
FCCY,0,2020-09-30,1511033000.0,1844030000.0,30592000.0,8686000.0,10292000.0,182007000.0
FCCY,1,2020-06-30,1409392000.0,1740950000.0,19630000.0,6330000.0,5556000.0,177484000.0
FCCY,2,2020-03-31,1298032000.0,1610869000.0,9793000.0,3452000.0,2456000.0,173105000.0
FCCY,3,2019-12-31,1277362000.0,1586262000.0,35549000.0,12754000.0,8237000.0,170578000.0
FCCY,4,2019-09-30,1023059000.0,1342565000.0,25096000.0,9165000.0,6242000.0,138527000.0
FCCY,5,2019-06-30,1021834000.0,1304294000.0,16660000.0,5808000.0,4036000.0,135075000.0
FCCY,6,2019-03-31,995205000.0,1191477000.0,8094000.0,2688000.0,1866000.0,131207000.0
FCCY,7,2018-12-31,950672000.0,1177833000.0,34085000.0,8041000.0,7918000.0,127085000.0
FCCY,8,2018-09-30,941677000.0,1192482000.0,25790000.0,5626000.0,6082000.0,123774000.0
FCCY,9,2018-06-30,956787000.0,1229512000.0,17896000.0,3239000.0,3928000.0,120348000.0
FCCY,10,2018-03-31,891086000.0,1060410000.0,7645000.0,1376000.0,1885000.0,113234000.0
FCCY,11,2017-09-30,869813000.0,1069394000.0,22954000.0,4080000.0,6285000.0,111610000.0
FCCY,12,2017-06-30,864415000.0,1072074000.0,15337000.0,2629000.0,4169000.0,108848000.0
FCCY,13,2017-03-31,868820000.0,1009864000.0,8098000.0,1289000.0,2401000.0,106635000.0
FCCY,14,2016-09-30,827062000.0,1055308000.0,20951000.0,3798000.0,4889000.0,103947000.0
FCCY,15,2016-06-30,791486000.0,1068736000.0,13857000.0,2442000.0,3132000.0,101628000.0
FCCY,16,2016-03-31,803819000.0,948976000.0,7033000.0,1185000.0,1594000.0,98643000.0
FCCY,17,2015-09-30,793842000.0,980450000.0,21267000.0,3466000.0,4602000.0,94432000.0
FCCY,18,2015-06-30,798088000.0,1046930000.0,14258000.0,2297000.0,3546000.0,91527000.0
FCCY,19,2015-03-31,810459000.0,1014876000.0,6611000.0,1144000.0,1884000.0,89530000.0
FCCY,20,2014-12-31,817761000.0,956779000.0,27287000.0,4658000.0,5763000.0,87110000.0
FCCY,21,2014-09-30,823564746.0,954304550.0,20775491.0,3471075.0,4378856.0,84476402.0
FCCY,22,2014-06-30,819867329.0,985970231.0,14051840.0,2285290.0,2897014.0,81673730.0
FCCY,23,2014-03-31,838998207.0,967090613.0,7346025.0,1099416.0,1636982.0,81264423.0
FCCY,24,2013-12-31,638552030.0,742325087.0,21422240.0,4254889.0,5827244.0,68358314.0
FCCY,25,2013-09-30,686943954.0,790168852.0,16498751.0,3242937.0,4672970.0,67152120.0
FCCY,26,2013-06-30,703599834.0,804892170.0,11245268.0,2209105.0,3056422.0,65275872.0
FCCY,27,2013-03-31,710929757.0,812565458.0,6082968.0,1147482.0,1608563.0,66113080.0
FCCY,28,2012-12-31,707689475.0,840968382.0,23770561.0,5151142.0,5267529.0,65053532.0
FCCY,29,2012-09-30,660997532.0,796157551.0,17169665.0,3925219.0,3669858.0,59744321.0
FCCY,30,2012-06-30,669071450.0,777498573.0,10986491.0,2682975.0,2353131.0,57673275.0
FCCY,31,2012-03-31,658563958.0,749599784.0,5612517.0,1403708.0,1165165.0,56342566.0
FCCY,32,2011-12-31,623862485.0,791726915.0,19805030.0,6787364.0,4516250.0,54999775.0
FCCY,33,2011-09-30,645404853.0,742460564.0,14575084.0,5270645.0,3394324.0,54251450.0
FCCY,34,2011-06-30,643108072.0,729430556.0,9818617.0,3640470.0,2165062.0,52433152.0
TCFC,0,2020-09-30,1779606000.0,2137437000.0,28531000.0,8215000.0,6046000.0,192850000.0
TCFC,1,2020-06-30,1670364000.0,2093756000.0,19080000.0,6100000.0,4380000.0,189442000.0
TCFC,2,2020-03-31,1512589000.0,1826621000.0,9683000.0,3686000.0,2121000.0,185267000.0
TCFC,3,2019-12-31,1511837000.0,1797536000.0,36233000.0,18919000.0,5766000.0,181494000.0
TCFC,4,2019-09-30,1559960000.0,1855732000.0,26745000.0,14353000.0,3553000.0,167409000.0
TCFC,5,2019-06-30,1494442000.0,1756448000.0,17521000.0,9619000.0,2314000.0,163645000.0
TCFC,6,2019-03-31,1439167000.0,1711947000.0,8405000.0,4760000.0,1061000.0,159080000.0
TCFC,7,2018-12-31,1429629000.0,1689227000.0,38149000.0,14286000.0,4068000.0,154482000.0
TCFC,8,2018-09-30,1452371000.0,1676409000.0,29908000.0,10069000.0,3002000.0,150148000.0
TCFC,9,2018-06-30,1323868000.0,1586288000.0,21408000.0,6346000.0,1924000.0,147246000.0
TCFC,10,2018-03-31,1285936000.0,1576996000.0,11667000.0,3003000.0,1031000.0,145657000.0
TCFC,11,2017-12-31,1106237000.0,1405961000.0,30097000.0,10182000.0,4084000.0,109957000.0
TCFC,12,2017-09-30,1098001000.0,1402172000.0,22351000.0,7382000.0,3084000.0,110885000.0
TCFC,13,2017-06-30,1087806000.0,1392688000.0,14909000.0,4710000.0,1927000.0,109293000.0
TCFC,14,2017-03-31,1051789000.0,1356073000.0,7379000.0,2248000.0,875000.0,106566000.0
TCFC,15,2016-12-31,1038825000.0,1334257000.0,29159000.0,8142000.0,3360000.0,104426000.0
TCFC,16,2016-09-30,1011575000.0,1281874000.0,21843000.0,6031000.0,2469000.0,103983000.0
TCFC,17,2016-06-30,993475000.0,1233401000.0,14532000.0,3952000.0,1627000.0,102366000.0
TCFC,18,2016-03-31,950599000.0,1176913000.0,7240000.0,1919000.0,850000.0,100942000.0
TCFC,19,2015-12-31,906899000.0,1143332000.0,28418000.0,7345000.0,3299000.0,99783000.0
TCFC,20,2015-09-30,882279000.0,1111976000.0,20862000.0,5485000.0,2390000.0,100059000.0
TCFC,21,2015-06-30,900385000.0,1126736000.0,13831000.0,3567000.0,1924000.0,99084000.0
TCFC,22,2015-03-31,854491000.0,1089171000.0,6943000.0,1665000.0,962000.0,98295000.0
TCFC,23,2014-12-31,869384000.0,1082878000.0,26235000.0,6698000.0,4093000.0,116559000.0
TCFC,24,2014-09-30,829820000.0,1042481000.0,19583000.0,5088000.0,2868000.0,114765000.0
TCFC,25,2014-06-30,818544000.0,1034707000.0,13098000.0,3425000.0,1750000.0,113226000.0
TCFC,26,2014-03-31,809119000.0,1016938000.0,6331000.0,1741000.0,895000.0,112133000.0
TCFC,27,2013-12-31,821295000.0,1023824000.0,24844000.0,7646000.0,4174000.0,110730000.0
TCFC,28,2013-09-30,817247459.0,992903655.0,18494971.0,5914528.0,3377022.0,82148336.0
TCFC,29,2013-06-30,784681237.0,980102340.0,12249244.0,4041542.0,2257806.0,81072470.0
TCFC,30,2013-03-31,798853425.0,969189719.0,6142824.0,2023287.0,1189078.0,80686360.0
TCFC,31,2012-12-31,820230288.0,981639212.0,22249202.0,13121042.0,4193040.0,79047261.0
TCFC,32,2012-09-30,822987601.0,981913977.0,17861889.0,8328075.0,3045322.0,77749017.0
TCFC,33,2012-06-30,815774324.0,975874721.0,12261105.0,5789026.0,1742885.0,76361944.0
TCFC,34,2012-03-31,805689111.0,968591504.0,5897419.0,3023685.0,846090.0,76694409.0
TCFC,35,2011-12-31,827253201.0,983479723.0,22249202.0,13121042.0,4193040.0,75454098.0
TCFC,36,2011-09-30,813050068.0,968689775.0,15311916.0,9769246.0,2749282.0,74974762.0
TCFC,37,2011-06-30,753931830.0,905774797.0,10034522.0,6390746.0,1722926.0,70944349.0
SHBI,0,2020-09-30,1594121000.0,1828172000.0,27843000.0,5350000.0,7702000.0,198881000.0
SHBI,1,2020-06-30,1504728000.0,1719524000.0,18012000.0,3731000.0,5121000.0,200134000.0
SHBI,2,2020-03-31,1348794000.0,1571421000.0,10349000.0,2168000.0,2352000.0,195694000.0
SHBI,3,2019-12-31,1341334000.0,1559235000.0,37557000.0,9636000.0,10020000.0,192802000.0
SHBI,4,2019-09-30,1325491000.0,1561679000.0,27712000.0,7235000.0,7326000.0,193963000.0
SHBI,5,2019-06-30,1249000000.0,1488562000.0,18328000.0,4722000.0,4797000.0,191307000.0
SHBI,6,2019-03-31,1237269000.0,1485799000.0,9343000.0,2266000.0,2188000.0,187082000.0
SHBI,7,2018-12-31,1212341000.0,1483076000.0,36831000.0,5272000.0,9013000.0,183185000.0
SHBI,8,2018-09-30,1181836000.0,1473543000.0,33576000.0,3104000.0,14179000.0,171419000.0
SHBI,9,2018-06-30,1175099000.0,1451714000.0,22290000.0,1815000.0,9469000.0,168115000.0
SHBI,10,2018-03-31,1177062000.0,1421606000.0,11462000.0,774000.0,4929000.0,164977000.0
SHBI,11,2017-12-31,1202781000.0,1393860000.0,41202000.0,2273000.0,17750000.0,163736000.0
SHBI,12,2017-09-30,1206195000.0,1376127000.0,30570000.0,1674000.0,13411000.0,162648000.0
SHBI,13,2017-06-30,1196258000.0,1362798000.0,19850000.0,1063000.0,8986000.0,159940000.0
SHBI,14,2017-03-31,1001542000.0,1166896000.0,9651000.0,514000.0,4807000.0,157626000.0
SHBI,15,2016-12-31,997489000.0,1160271000.0,37147000.0,2403000.0,16645000.0,154299000.0
SHBI,16,2016-09-30,992295000.0,1157866000.0,27921000.0,1863000.0,12589000.0,154835000.0
SHBI,17,2016-06-30,961094000.0,1125690000.0,18704000.0,1285000.0,8582000.0,152321000.0
SHBI,18,2016-03-31,969733000.0,1131175000.0,9339000.0,665000.0,4541000.0,150109000.0
SHBI,19,2015-12-31,975464000.0,1135143000.0,37350000.0,3346000.0,15416000.0,146967000.0
SHBI,20,2015-09-30,959434000.0,1117813000.0,28400000.0,2592000.0,11778000.0,145887000.0
SHBI,21,2015-06-30,928909000.0,1084352000.0,19004000.0,1765000.0,7873000.0,143402000.0
SHBI,22,2015-03-31,940774000.0,1094128000.0,9704000.0,906000.0,4085000.0,142746000.0
SHBI,23,2014-12-31,949004000.0,1100402000.0,39361000.0,4247000.0,16781000.0,140469000.0
SHBI,24,2014-09-30,940652000.0,1096285000.0,29851000.0,3258000.0,13310000.0,138674000.0
SHBI,25,2014-06-30,913485000.0,1064853000.0,20032000.0,2208000.0,9316000.0,137493000.0
SHBI,26,2014-03-31,929444000.0,1049514000.0,10115000.0,1132000.0,4788000.0,104632000.0
SHBI,27,2013-12-31,933468000.0,1054124000.0,40686000.0,6475000.0,17459000.0,103299000.0
SHBI,28,2013-09-30,930413000.0,1051384000.0,30218000.0,5238000.0,13244000.0,102001000.0
SHBI,29,2013-06-30,922107000.0,1054277000.0,20250000.0,3884000.0,8452000.0,113594000.0
SHBI,30,2013-03-31,970159000.0,1104611000.0,10491000.0,2130000.0,4490000.0,114348000.0
SHBI,31,2012-12-31,1049273000.0,1185807000.0,39167000.0,11088000.0,17318000.0,114026000.0
SHBI,32,2012-09-30,1038514000.0,1178633000.0,29870000.0,7983000.0,13152000.0,118163000.0
SHBI,33,2012-06-30,1032703000.0,1175333000.0,20161000.0,5320000.0,9151000.0,119467000.0
SHBI,34,2012-03-31,1028071000.0,1169721000.0,10498000.0,2661000.0,4574000.0,118584000.0
SHBI,35,2011-12-31,1009919000.0,1158193000.0,41720000.0,12822000.0,18041000.0,121249000.0
SHBI,36,2011-09-30,1011919000.0,1157536000.0,29762000.0,8394000.0,13299000.0,120986000.0
SHBI,37,2011-06-30,973442000.0,1124191000.0,19085000.0,5649000.0,8776000.0,120941000.0
CHMG,0,2020-09-30,1924189000.0,2165014000.0,40339000.0,3048000.0,15150000.0,197005000.0
CHMG,1,2020-06-30,1811256000.0,2050921000.0,26976000.0,2203000.0,9810000.0,194589000.0
CHMG,2,2020-03-31,1608103000.0,1841329000.0,13749000.0,1322000.0,4730000.0,190447000.0
CHMG,3,2019-12-31,1572138000.0,1787827000.0,55696000.0,6321000.0,20073000.0,182627000.0
CHMG,4,2019-09-30,1576506000.0,1793643000.0,40845000.0,4745000.0,14967000.0,182044000.0
CHMG,5,2019-06-30,1541138000.0,1752997000.0,27320000.0,3079000.0,10011000.0,178387000.0
CHMG,6,2019-03-31,1566502000.0,1769572000.0,13497000.0,1498000.0,4925000.0,171534000.0
CHMG,7,2018-12-31,1569237000.0,1755343000.0,56766000.0,4073000.0,23074000.0,165029000.0
CHMG,8,2018-09-30,1575997000.0,1753864000.0,42561000.0,2678000.0,18181000.0,156499000.0
CHMG,9,2018-06-30,1478909000.0,1710166000.0,29133000.0,1621000.0,10800000.0,151780000.0
CHMG,10,2018-03-31,1518200000.0,1699954000.0,14166000.0,769000.0,5475000.0,150262000.0
CHMG,11,2017-12-31,1467446000.0,1707620000.0,53764000.0,3068000.0,20491000.0,149813000.0
CHMG,12,2017-09-30,1537018000.0,1731682000.0,40653000.0,2288000.0,15035000.0,154277000.0
CHMG,13,2017-06-30,1525037000.0,1718572000.0,27377000.0,1554000.0,9869000.0,151962000.0
CHMG,14,2017-03-31,1544251000.0,1736100000.0,13045000.0,820000.0,4847000.0,148257000.0
CHMG,15,2016-12-31,1456343000.0,1657179000.0,56610000.0,3839000.0,21149000.0,143748000.0
CHMG,16,2016-09-30,1508944000.0,1728865000.0,43049000.0,2866000.0,16252000.0,144812000.0
CHMG,17,2016-06-30,1467920000.0,1683932000.0,29578000.0,1881000.0,10817000.0,143409000.0
CHMG,18,2016-03-31,1434252000.0,1643226000.0,14008000.0,924000.0,5601000.0,141046000.0
CHMG,19,2015-12-31,1400295000.0,1619964000.0,55427000.0,3602000.0,20447000.0,137242000.0
CHMG,20,2015-09-30,1410441000.0,1631639000.0,41193000.0,2668000.0,15424000.0,138715000.0
CHMG,21,2015-06-30,1331977000.0,1553633000.0,27559000.0,1764000.0,10512000.0,136520000.0
CHMG,22,2015-03-31,1368130000.0,1584772000.0,13736000.0,892000.0,5186000.0,136293000.0
CHMG,23,2014-12-31,1280014000.0,1524539000.0,60477000.0,3645000.0,26756000.0,133628000.0
CHMG,24,2014-09-30,1310999000.0,1523557000.0,44685000.0,2756000.0,15356000.0,139561000.0
CHMG,25,2014-06-30,1308428000.0,1515881000.0,26923000.0,1842000.0,10370000.0,141781000.0
CHMG,26,2014-03-31,1291890000.0,1497531000.0,13343000.0,921000.0,4964000.0,140523000.0
CHMG,27,2013-03-31,1077099075.0,1279971792.0,11724757.0,1031219.0,4021577.0,132908349.0
CHMG,28,2012-12-31,1044734014.0,1248159708.0,46836625.0,5295426.0,17290085.0,131114937.0
CHMG,29,2012-09-30,1083175520.0,1286979857.0,34199674.0,4164104.0,13087701.0,132880107.0
CHMG,30,2012-06-30,1053678709.0,1267459097.0,22806675.0,2924164.0,9027480.0,130208801.0
CHMG,31,2012-03-31,1038705389.0,1254494946.0,10922346.0,1523794.0,4896857.0,128828746.0
CHMG,32,2011-12-31,998492839.0,1216259587.0,44784223.0,6798796.0,17464258.0,125929440.0
CHMG,33,2011-09-30,1042205905.0,1265922566.0,33261986.0,5165017.0,13420012.0,128687723.0
CHMG,34,2011-06-30,1013962101.0,1237036123.0,22644598.0,3415261.0,9091550.0,126559891.0
STND,0,2020-09-30,807610000.0,1066007000.0,16676000.0,5851000.0,3854000.0,144291000.0
STND,1,2020-06-30,791075000.0,1061381000.0,10720000.0,4085000.0,1870000.0,142727000.0
STND,2,2020-03-31,729536000.0,991793000.0,5510000.0,2207000.0,535000.0,140750000.0
STND,3,2019-12-31,734406000.0,984387000.0,21625000.0,9262000.0,5052000.0,141848000.0
STND,4,2019-09-30,736963000.0,991488000.0,16083000.0,6899000.0,3719000.0,141283000.0
STND,5,2019-06-30,736216000.0,990152000.0,10857000.0,4501000.0,2231000.0,141546000.0
STND,6,2019-03-31,743422000.0,989750000.0,5467000.0,2163000.0,1138000.0,140144000.0
STND,7,2018-12-31,717874000.0,971796000.0,21719000.0,5076000.0,3543000.0,137890000.0
STND,8,2018-09-30,725364000.0,982656000.0,16445000.0,5376000.0,3546000.0,135314000.0
STND,9,2018-06-30,718722000.0,982938000.0,11135000.0,3441000.0,2385000.0,134574000.0
STND,10,2018-03-31,692087000.0,979473000.0,5780000.0,1631000.0,1109000.0,133310000.0
STND,11,2017-12-31,694846000.0,972600000.0,2925000.0,879000.0,664000.0,133972000.0
STND,12,2017-09-30,711653000.0,985404000.0,16316000.0,3562000.0,2733000.0,133290000.0
STND,13,2017-06-30,712726000.0,977422000.0,13478000.0,2995000.0,2372000.0,132351000.0
STND,14,2017-03-31,369625000.0,492566000.0,5901000.0,1739000.0,1255000.0,73945000.0
STND,15,2016-12-31,362187000.0,487996000.0,2925000.0,879000.0,700000.0,72990000.0
STND,16,2013-09-30,326125000.0,436871000.0,10485000.0,3824000.0,2802000.0,74557000.0
STND,17,2013-06-30,325546000.0,437754000.0,7815000.0,2914000.0,2124000.0,76170000.0
STND,18,2013-03-31,325145000.0,436302000.0,5124000.0,1980000.0,1380000.0,76558000.0
STND,19,2012-12-31,323998000.0,435030000.0,2445000.0,1018000.0,686000.0,79547000.0
STND,20,2012-09-30,330299000.0,443432000.0,10022000.0,4361000.0,2403000.0,80117000.0
STND,21,2012-06-30,325694000.0,442703000.0,7381000.0,3318000.0,1800000.0,80080000.0
STND,22,2012-03-31,330901000.0,449297000.0,4930000.0,2227000.0,1185000.0,78922000.0
STND,23,2011-12-31,324359000.0,437304000.0,2418000.0,1125000.0,594000.0,78371000.0
STND,24,2011-09-30,320322000.0,434619000.0,10839000.0,4919000.0,2333000.0,78716000.0
STND,25,2011-06-30,314327000.0,437695000.0,8440000.0,3764000.0,1749000.0,77384000.0
LEVL,0,2020-03-31,1470608000.0,1936823000.0,14562000.0,4997000.0,4690000.0,175768000.0
LEVL,1,2019-12-31,1135428000.0,1584899000.0,44369000.0,19393000.0,14211000.0,170703000.0
LEVL,2,2019-09-30,1194542000.0,1509463000.0,33074000.0,14935000.0,9621000.0,167968000.0
LEVL,3,2019-06-30,1229445000.0,1505376000.0,21535000.0,9940000.0,5763000.0,162867000.0
LEVL,4,2019-03-31,1151463000.0,1456552000.0,10368000.0,4724000.0,2286000.0,156119000.0
LEVL,5,2018-12-31,1134635000.0,1416215000.0,39678000.0,13400000.0,7055000.0,151760000.0
LEVL,6,2018-09-30,1130311000.0,1446269000.0,29294000.0,9172000.0,4748000.0,145459000.0
LEVL,7,2018-06-30,1065216000.0,1322913000.0,18840000.0,5612000.0,2824000.0,143445000.0
LEVL,8,2018-03-31,1112644000.0,1300629000.0,9135000.0,2647000.0,1372000.0,110523000.0
CVLY,0,2020-09-30,1845873000.0,2108971000.0,38078000.0,12190000.0,11202000.0,194261000.0
CVLY,1,2020-06-30,1807642000.0,2071005000.0,25449000.0,8760000.0,6958000.0,191835000.0
CVLY,2,2020-03-31,1639347000.0,1921959000.0,13319000.0,4822000.0,3423000.0,189596000.0
CVLY,3,2019-12-31,1590564000.0,1886545000.0,51729000.0,21378000.0,13912000.0,191168000.0
CVLY,4,2019-09-30,1560024000.0,1869396000.0,37916000.0,16090000.0,10338000.0,189373000.0
CVLY,5,2019-06-30,1533095000.0,1842355000.0,25065000.0,10637000.0,6865000.0,187520000.0
CVLY,6,2019-03-31,1502877000.0,1824969000.0,12561000.0,5345000.0,3223000.0,182807000.0
CVLY,7,2018-12-31,1495280000.0,1807480000.0,49810000.0,16401000.0,13314000.0,178746000.0
CVLY,8,2018-09-30,1470259000.0,1800771000.0,36882000.0,11367000.0,10067000.0,173597000.0
CVLY,9,2018-06-30,1442824000.0,1779132000.0,24880000.0,7003000.0,6760000.0,170373000.0
CVLY,10,2018-03-31,1402553000.0,1724938000.0,13257000.0,3248000.0,3217000.0,165681000.0
CVLY,11,2017-12-31,1384507000.0,1709205000.0,44986000.0,10868000.0,11522000.0,164219000.0
CVLY,12,2017-09-30,1322772000.0,1664612000.0,33216000.0,7883000.0,8334000.0,164054000.0
CVLY,13,2017-06-30,1325665000.0,1670331000.0,22230000.0,5112000.0,5524000.0,161436000.0
CVLY,14,2017-03-31,1301208000.0,1670540000.0,11063000.0,2445000.0,2681000.0,157939000.0
CVLY,15,2016-12-31,1264177000.0,1611587000.0,41623000.0,8649000.0,10030000.0,154957000.0
CVLY,16,2016-09-30,1222095000.0,1522981000.0,31093000.0,6418000.0,7401000.0,155317000.0
CVLY,17,2016-06-30,1198750000.0,1504065000.0,20871000.0,4173000.0,4831000.0,153017000.0
CVLY,18,2016-03-31,1120833000.0,1427022000.0,10458000.0,2049000.0,2385000.0,150017000.0
CVLY,19,2015-12-31,1094149000.0,1456334000.0,37427000.0,8174000.0,9047000.0,159141000.0
CVLY,20,2015-09-30,1094643000.0,1397076000.0,28067000.0,6080000.0,6833000.0,125444000.0
CVLY,21,2015-06-30,1079645000.0,1372770000.0,18557000.0,3985000.0,4491000.0,122600000.0
CVLY,22,2015-03-31,1074131000.0,1323673000.0,9589000.0,2008000.0,2357000.0,120678000.0
CVLY,23,2014-12-31,954973000.0,1213846000.0,32476000.0,8040000.0,8153000.0,118440000.0
