,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
INBK,2,INBK,2022-12-31,69646000.0,73236000.0,72877000.0,131244820,125446564,128468793,30069301,28740871,29433290,27946645,26711992,27355531,58242940,55669828,57011013,2.1216,2.184,2.0384,3.0,3.0
INBK,3,INBK,2021-12-31,66736000.0,73419600.0,71340970.0,128810262,123527382,124945520,29511523,28301171,28626078,27428242,26303330,26605302,57162548,54818148,55447479,2.0991600000000004,2.9085,1.4504,7.0,7.0
INBK,4,INBK,2020-12-31,60451370.0,69349800.0,66621554.0,116328280,116456455,117255280,26651796,26681162,26864180,24770389,24797682,24967780,51623379,51680260,52034757,1.802748,2.3100000000000005,1.12406,7.0,7.0
INBK,5,INBK,2019-12-31,61595000.0,70584000.0,67345250.0,83742141,84091306,85564878,24218980,24319962,24746132,22144108,22236438,22626098,47599721,47798189,48635779,2.4105966,2.499,2.303,5.0,5.0
INBK,6,INBK,2018-12-31,60916000.0,69516060.0,65184061.0,69187992,69728764,68494356,26913614,27123971,26643795,17872762,18012455,17693581,48825532,49207152,48336037,2.6265,2.7510000000000003,2.45,8.0,8.0
INBK,7,INBK,2017-12-31,51895000.0,58762200.0,56093365.0,55383308,59502754,57166510,24297916,26105211,25080248,16312095,17525400,16837304,48340492,51936089,49896934,2.4296399999999996,2.562,2.2834,7.0,7.0
INBK,8,INBK,2016-12-31,38412000.0,40483800.0,40224449.0,34344113,25724166,29399729,17843896,13365299,15274981,11659579,8733169,9980996,35555905,26631813,30437064,2.2184999999999997,2.3100000000000005,2.1069999999999998,6.0,6.0
INBK,9,INBK,2015-12-31,29416220.0,41391600.0,35984795.0,23607229,31459057,27541263,8811726,11742530,10280159,5901807,7864764,6885315,31435321,41890794,36673870,2.0094,2.0895,1.911,4.0,4.0
FMAO,0,FMAO,2023-12-31,67658890.0,72541490.0,69751433.0,53876245,53876245,53876245,29804832,29804832,29804832,24232061,24232062,24232061,56271536,56271536,56271536,1.741273844485176,1.810924798264583,1.6890356291506208,2.0,2.0
FMAO,1,FMAO,2022-12-31,63168431.0,67726977.0,65122094.0,50219683,51204382,49477521,27781989,28326733,27371418,22587440,23030331,22253636,52452406,53480884,51677248,1.7356277685492805,1.8224091569767447,1.683558935492802,2.0,2.0
FMAO,2,FMAO,2021-12-31,58976000.0,62016000.0,61711999.0,46886649,46886649,46886649,25938124,25938124,25938124,21088333,21088333,21088333,48971188,48971188,48971188,1.7646,1.8165,1.6954,4.0,4.0
FMAO,3,FMAO,2020-12-31,56939000.0,59874000.0,59580499.0,45267209,45267209,45267209,25042235,25042235,25042235,20359954,20359954,20359954,47279749,47279749,47279749,1.7136,1.764,1.6463999999999999,4.0,4.0
FMAO,4,FMAO,2019-12-31,51463350.0,54116100.0,53850824.0,35922794,35922794,35922795,24191653,24191653,24191653,19896623,19896623,19896623,43316315,43316315,43316315,1.7544,1.806,1.6856,3.0,3.0
FMAO,5,FMAO,2018-12-31,38666140.0,40659240.0,40459929.0,27916593,27916593,27916593,19849508,19849508,19849508,14102985,14102985,14102985,32100923,32100923,32100922,1.6524,1.7010000000000003,1.5876000000000001,3.0,3.0
FMAO,6,FMAO,2017-12-31,34874410.0,36672060.0,36492295.0,23181184,23181184,23181185,16193285,16193285,16193285,11555849,11555849,11555850,31631834,31631834,31631835,1.3770000000000002,1.4175000000000002,1.323,3.0,3.0
FMAO,7,FMAO,2015-12-31,29056350.0,30554100.0,30404324.0,19313893,19313893,19313893,13491777,13491777,13491777,9628000,9628000,9628000,26354730,26354730,26354730,1.1322,1.1655000000000002,1.0878,3.0,3.0
FMAO,8,FMAO,2014-12-31,29110670.0,30611220.0,30461164.0,21047075,21047075,21047075,13858337,13858337,13858337,9909811,9909811,9909811,27408712,27408712,27408712,1.0454999999999999,1.07625,1.0045,3.0,3.0
FMAO,9,FMAO,2013-12-31,26467420.0,27831720.0,27695289.0,21624008,21624008,21624008,13350441,13350441,13350441,9547174,9547174,9547174,23697276,23697276,23697276,0.9486000000000001,0.9765000000000001,0.9114,3.0,3.0
MVBF,0,MVBF,2024-12-31,64443891.0,69094481.0,66437001.0,38349615.0,38349615.0,38349615.0,21776350.0,21776350.0,21776350.0,16786584.0,16786584.0,16786584.0,55345793.0,55345793.0,55345794.0,0.5583766174423849,0.5807116821400803,0.5416253189191134,1.0,1.0
MVBF,1,MVBF,2023-12-31,75463324.0,80909131.0,77797241.0,44834942.0,45714058.0,44172357.0,25458963.0,25958158.0,25082722.0,19625373.0,20010185.0,19335343.0,64705354.0,65974086.0,63749117.0,0.7472460220318238,0.784608323133415,0.724828641370869,1.0,1.0
MVBF,2,MVBF,2022-12-31,88367000.0,92922000.0,92466499.0,52707316.0,52295999.0,52500852.0,29929193.0,29695632.0,29811955.0,23071309.0,22891265.0,22980934.0,76066688.0,75473079.0,75768721.0,1.02,1.05,0.98,3.0,3.0
MVBF,3,MVBF,2021-12-31,86330000.0,91494000.0,90690249.0,54653998.0,48462629.0,51360361.0,31034593.0,27518901.0,29164342.0,23923421.0,21213304.0,22481714.0,78876120.0,69940796.0,74122775.0,0.969,1.1025,0.8526,4.0,5.0
MVBF,4,MVBF,2020-12-31,117855000.0,140862000.0,131746999.0,70412904.0,78789065.0,74633789.0,39983092.0,44739391.0,42379869.0,30821489.0,34487945.0,32669076.0,101619219.0,113707614.0,107710761.0,2.193,2.3625000000000003,2.0384,4.0,5.0
MVBF,5,MVBF,2019-12-31,103208000.0,110241600.0,108848599.0,42536381.0,43208008.0,42872195.0,18157673.0,18444373.0,18301023.0,14174463.0,14398271.0,14286367.0,88943786.0,90348162.0,89645974.0,2.0909999999999997,2.1525,2.009,4.0,4.0
MVBF,6,MVBF,2018-12-31,87397000.0,91902000.0,91451499.0,,,,,,,,,,,,,1.0302,1.0605,0.9898,3.0,3.0
SFST,0,SFST,2024-12-31,92422091.0,99091726.0,95280506.0,89375243,89375243,89375243,50532974,50532974,50532974,39678333,39678333,39678333,66619094,66619094,66619094,5.246158166455375,5.45600449311359,5.088773421461714,1.0,1.0
SFST,1,SFST,2023-12-31,87565493.0,93884652.0,90273704.0,84542651,86200350,83293253,47800616,48737883,47094204,37532894,38268833,36978221,63016946,64252572,62085662,4.1291662646326035,4.335624577864234,4.005291276693625,1.0,1.0
SFST,2,SFST,2022-12-31,82964100.0,87240600.0,86812949.0,81167300,79042302,80090708,45892185,44690706,45283477,36034399,35091002,35556444,60501005,58917060,59698528,3.315,3.4125,3.185,3.0,3.0
SFST,3,SFST,2021-12-31,76418540.0,82518000.0,81038614.0,74477230,75047975,74765298,42109604,42432304,42272478,33064328,33317712,33192217,55514318,55939744,55729040,2.90904,3.2550000000000003,2.5930800000000005,5.0,5.0
SFST,4,SFST,2020-12-31,73786930.0,79070400.0,77946417.0,71233095,72591851,71912473,40275362,41043606,40659484,31624088,32227311,31925700,53096184,54108983,53602583,2.0757000000000003,2.3100000000000005,1.8326,5.0,5.0
SFST,5,SFST,2019-12-31,64999700.0,68350200.0,68015150.0,52479057,52295869,52387304,32068672,31956730,32012603,24913859,24826893,24870300,46569435,46406875,46488013,3.5802,3.6854999999999998,3.4397999999999995,3.0,3.0
SFST,6,SFST,2018-12-31,58151500.0,61363200.0,60955824.0,39090052,38753943,38920978,28016530,27775635,27895352,15446331,15313518,15379522,43280513,42908373,43093314,2.9121,3.0135,2.7832,4.0,4.0
SFST,7,SFST,2017-12-31,49111100.0,52272960.0,51703084.0,35188640,35296416,35294515,24042581,24116218,24114919,15387062,15434190,15433359,39513448,39634470,39632336,2.0859,2.1630000000000003,1.9893999999999998,4.0,4.0
SFST,8,SFST,2016-12-31,41607180.0,44150700.0,43671724.0,27029536,27195682,27072984,17247746,17353765,17275470,11287193,11356573,11305336,34869623,35083960,34925673,1.9550034,2.037,1.8619999999999999,5.0,5.0
SFST,9,SFST,2015-12-31,37477890.0,39526020.0,39274409.0,21025809,21051919,21038875,11468409,11482651,11475536,7806524,7816219,7811376,34252158,34294693,34273444,1.5504,1.6170000000000002,1.47,5.0,6.0
CCB,0,CCB,2024-12-31,82092608.0,88016817.0,84631554.0,41792245.0,41792245.0,41792244.0,28446518.0,28446518.0,28446518.0,22537658.0,22537658.0,22537658.0,57376201.0,57376201.0,57376200.0,1.6681442972804685,1.7348700691716874,1.6180999683620545,1.0,1.0
CCB,1,CCB,2023-12-31,75771437.0,81239479.0,78114884.0,38512224.0,39267366.0,37943078.0,26213923.0,26727922.0,25826525.0,20768814.0,21176046.0,20461886.0,52873089.0,53909816.0,52091713.0,1.5006647864625307,1.5756980257856572,1.4556448428686546,1.0,1.0
CCB,2,CCB,2022-12-31,69937000.0,73542000.0,73181500.0,37750543.0,33430388.0,35459365.0,25695474.0,22754896.0,24135949.0,20358056.0,18028290.0,19122473.0,51827382.0,45896281.0,48681845.0,1.3635000000000002,1.4175000000000002,1.323,2.0,2.0
CCB,3,CCB,2021-12-31,58239770.0,69156000.0,64879307.0,31613705.0,31267181.0,31428977.0,21518343.0,21282476.0,21392605.0,17048592.0,16861719.0,16948972.0,43402173.0,42926433.0,43148561.0,1.28775,1.5750000000000002,1.029,3.0,3.0
CCB,4,CCB,2020-12-31,55732320.0,66912000.0,62450919.0,28321327.0,32180809.0,30255700.0,19277337.0,21904352.0,20593998.0,15273084.0,17354420.0,16316250.0,38882096.0,44180745.0,41537780.0,1.10595,1.3650000000000002,0.8722,3.0,3.0
CCB,5,CCB,2019-12-31,48171170.0,50898000.0,50527207.0,21778879.0,21722881.0,21750777.0,15465922.0,15426156.0,15445966.0,12255752.0,12224239.0,12239937.0,35426842.0,35335752.0,35381129.0,1.08575,1.1445,1.0388,3.0,3.0
CCB,6,CCB,2018-12-31,38129730.0,40392000.0,40046317.0,,,,,,,,,,,,,0.9084949999999999,0.95445,0.8722,3.0,3.0
HBMD,0,HBMD,2024-12-31,76875361.0,82423068.0,79252950.0,56764840.0,56764840.0,56764840.0,25282904.0,25282904.0,25282905.0,19335871.0,19335871.0,19335871.0,78199129.0,78199129.0,78199129.0,0.12466211087488349,0.12964859530987882,0.12092224754863698,2.0,2.0
HBMD,1,HBMD,2023-12-31,75895994.0,81373025.0,78243293.0,57313932.0,55699067.0,55112027.0,25527469.0,24808212.0,24546746.0,19522910.0,18972836.0,18772872.0,78955557.0,76730921.0,75922216.0,0.32551926862115393,0.34179523205221163,0.3157536905625193,2.0,2.0
HBMD,2,HBMD,2022-12-31,73131210.0,80682000.0,78405197.0,56306708.0,53347983.0,56023510.0,25078855.0,23761047.0,24952720.0,19179818.0,18171984.0,19083352.0,77568007.0,73492074.0,77177874.0,0.867,1.1235000000000002,0.6174,4.0,4.0
HBMD,3,HBMD,2021-12-31,68324860.0,79560000.0,73622517.0,54055872.0,50994998.0,52767440.0,24076339.0,22713034.0,23502475.0,18413114.0,17370485.0,17974234.0,74467260.0,70250606.0,72692318.0,0.62475,0.9555000000000001,0.294,6.0,6.0
HBMD,4,HBMD,2020-12-31,69414170.0,85680000.0,76622603.0,51174892.0,59734994.0,53843187.0,22793159.0,26605805.0,23981610.0,17431763.0,20347601.0,18340668.0,70498427.0,82290806.0,74174265.0,-1.0047,-0.987,-1.0192,6.0,6.0
HBMD,5,HBMD,2019-12-31,67221000.0,71082780.0,70524483.0,14653295.0,14656805.0,14654116.0,-4913897.0,-4915074.0,-4914173.0,-3981037.0,-3981990.0,-3981260.0,92769192.0,92791412.0,92774390.0,0.8517,0.8925,0.8036,6.0,6.0
HBMD,6,HBMD,2018-12-31,64636920.0,68333880.0,67809612.0,30197272.0,19995398.0,25600545.0,18058007.0,11957273.0,15309158.0,12559664.0,8316496.0,10647792.0,82040777.0,54324048.0,69552265.0,-0.0612,0.021,-0.147,6.0,6.0
HBMD,7,HBMD,2017-12-31,37054000.0,59160000.0,45852624.0,16272256.0,24706567.0,19243434.0,9122074.0,13850269.0,10787688.0,5871387.0,8914671.0,6943453.0,45102173.0,68479740.0,53337451.0,0.8160000000000001,0.8505000000000001,0.7742,5.0,5.0
HBMD,8,HBMD,2016-12-31,33466940.0,35192040.0,35019530.0,,,,,,,,,,,,,0.8466,0.8714999999999999,0.8133999999999999,3.0,3.0
FSBW,0,FSBW,2023-12-31,108612368.0,116450373.0,111971513.0,70576034.0,70576033.0,70576034.0,33394512.0,33394511.0,33394512.0,26968471.0,26968471.0,26968471.0,77417576.0,77417575.0,77417576.0,4.101663992781221,4.26573055249247,3.978614072997784,2.0,1.0
FSBW,1,FSBW,2022-12-31,103790395.0,111280424.0,107000407.0,68500982.0,67493615.0,66333590.0,32412659.0,31936002.0,31387112.0,26175555.0,25790620.0,25347352.0,75141372.0,74036352.0,72763876.0,4.305754434169594,4.521042155878074,4.176581801144506,2.0,1.0
FSBW,2,FSBW,2021-12-31,97485000.0,106080000.0,103783749.0,63501397.0,65175238.0,64341755.0,30047002.0,30839015.0,30444635.0,24265117.0,24904723.0,24586234.0,69657134.0,71493234.0,70578955.0,4.610399999999999,5.25,3.7239999999999998,4.0,5.0
FSBW,3,FSBW,2020-12-31,105827000.0,112200000.0,111193249.0,68707574.0,69163000.0,68935470.0,32510413.0,32725907.0,32618247.0,26254498.0,26428526.0,26341582.0,75367990.0,75867564.0,75617978.0,6.3375966,6.9195,5.6154,4.0,5.0
FSBW,4,FSBW,2019-12-31,91568000.0,96443040.0,95893139.0,58254319.0,58103984.0,58178993.0,37773221.0,37675741.0,37724378.0,32189871.0,32106799.0,32148248.0,66606207.0,66434318.0,66520082.0,5.3811834,5.5440000000000005,5.164599999999999,4.0,5.0
FSBW,5,FSBW,2018-12-31,69258000.0,73134000.0,72623250.0,32053810.0,31752857.0,31902309.0,22398484.0,22188184.0,22292618.0,15330320.0,15186383.0,15257861.0,48698935.0,48241700.0,48468761.0,4.610399999999999,4.7775,4.4002,5.0,5.0
FSBW,6,FSBW,2017-12-31,63632000.0,67830000.0,67040749.0,,,,,,,,,,,,,4.3452,4.483499999999999,4.165,5.0,5.0
CARE,0,CARE,2023-12-31,129200470.0,138524216.0,133196361.0,83217823.0,83217823.0,83217823.0,28940617.0,28940617.0,28940617.0,27681287.0,27681287.0,27681287.0,105655553.0,105655553.0,105655553.0,1.3628352653889269,1.4309770286583732,1.321950207427259,2.0,1.0
CARE,1,CARE,2022-12-31,127934303.0,137166676.0,131891034.0,84046861.0,82119429.0,81040571.0,29228932.0,28558630.0,28183436.0,27957056.0,27315922.0,26957054.0,106708122.0,104261003.0,102891256.0,0.8363999999999999,0.861,0.8036,2.0,3.0
CARE,2,CARE,2021-12-31,123981520.0,136048620.0,132557477.0,80431411.0,82462741.0,81456052.0,27971590.0,28678024.0,28327929.0,26754426.0,27430121.0,27095259.0,102117850.0,104696880.0,103418762.0,0.3162,0.546,0.0,4.0,5.0
CARE,3,CARE,2020-12-31,122220000.0,130811940.0,129030352.0,79089803.0,79486655.0,79289486.0,27505020.0,27643033.0,27574464.0,26308160.0,26440167.0,26374581.0,100414509.0,100918363.0,100668032.0,0.4658034,0.5355000000000001,0.392,4.0,5.0
CARE,4,CARE,2019-12-31,123459660.0,131479020.0,130010842.0,,,,,,,,,,,,,1.224,1.302,1.1465999999999998,4.0,5.0
PFBI,0,PFBI,2002-12-31,55677888.0,59695880.0,57399885.0,43209999.0,43209999.0,43210000.0,5757966.0,5757966.0,5757966.0,1502627.0,1502627.0,1502627.0,36050423.0,36050423.0,36050423.0,0.05508451960460624,0.05783874558483655,0.05343198401646805,1.0,1.0
PFBI,1,PFBI,2001-12-31,44093898.0,47275932.0,45457627.0,56683135.0,57794569.0,55845453.0,2083474.0,2124327.0,2052684.0,1692033.0,1725211.0,1667028.0,39194575.0,39963097.0,38615345.0,0.12611280000000002,0.12982200000000002,0.12116720000000002,1.0,3.0
PFBI,2,PFBI,2000-12-31,34920000.0,36720000.0,36540000.0,66645762.0,66645762.0,66645765.0,9945762.0,9945762.0,9945763.0,7001694.0,7001694.0,7001695.0,39538983.0,39538983.0,39538984.0,0.4302564,0.442911,0.41338359999999996,3.0,3.0
PFBI,3,PFBI,1999-12-31,22892000.0,24072000.0,23953999.0,34400000.0,34400000.0,34400000.0,7700000.0,7700000.0,7700000.0,5700000.0,5700000.0,5700000.0,17080000.0,17080000.0,17080000.0,0.7195692000000001,0.7407330000000001,0.6913508,3.0,3.0
PFBI,4,PFBI,1998-12-31,22892000.0,24072000.0,23953999.0,38003618.0,38003618.0,38003620.0,11484239.0,11484239.0,11484240.0,7910865.0,7910865.0,7910866.0,22878582.0,22878582.0,22878584.0,0.8160000000000001,0.8400000000000001,0.784,3.0,3.0
PFBI,5,PFBI,1996-12-31,10185970.0,10711020.0,10658514.0,,,,,,,,,,,,,0.7347570000000001,0.7563675000000001,0.705943,3.0,3.0
NRIM,0,NRIM,2023-12-31,55749256.0,59772398.0,57473459.0,32279289,32279289,32279288,23535386,23535386,23535386,18640026,18640026,18640025,68162987,68162987,68162985,1.3303597756521588,1.3835741666782453,1.290448982382594,1.0,1.0
NRIM,1,NRIM,2022-12-31,56866434.0,60970197.0,58625190.0,32873225,33517798,32387414,23968435,24438404,23614222,18983001,19355216,18702464,69417177,70778298,68391309,1.5038655586882326,1.5790588366226443,1.4587495919275855,1.0,1.0
NRIM,2,NRIM,2021-12-31,58006000.0,60996000.0,60696999.0,33531984,33531984,33531983,24448747,24448747,24448747,19363408,19363408,19363408,70808253,70808253,70808252,1.734,1.785,1.666,3.0,3.0
NRIM,3,NRIM,2020-12-31,70616000.0,74256000.0,73892000.0,40821546,40821546,40821546,29763693,29763693,29763693,23572845,23572845,23572845,86201352,86201352,86201353,3.9882000000000004,4.1055,3.8318,3.0,3.0
NRIM,4,NRIM,2019-12-31,61983000.0,65178000.0,64858499.0,32135852,32135852,32135852,25137132,25137132,25137132,20886529,20886529,20886529,72357352,72357352,72357352,2.9886000000000004,3.0765000000000002,2.8714,3.0,3.0
NRIM,5,NRIM,2018-12-31,59364000.0,62424000.0,62117999.0,28545125,28545125,28545125,25286437,25286437,25286437,13972937,13972937,13972937,79000062,79000062,79000062,3.0090000000000003,3.0975,2.891,3.0,3.0
NRIM,6,NRIM,2017-12-31,55872000.0,58752000.0,58463999.0,26210035,26210035,26210035,21413766,21413766,21413766,14665611,14665611,14665611,79966303,79966303,79966303,2.4072,2.4779999999999998,2.3127999999999997,3.0,3.0
NRIM,7,NRIM,2016-12-31,54902000.0,57732000.0,57448999.0,32599774,32599774,32599774,27506788,27506788,27506788,18037953,18037953,18037953,75465652,75465652,75465652,2.3970000000000002,2.4675000000000002,2.303,3.0,3.0
NRIM,8,NRIM,2015-12-31,54126000.0,56916000.0,56636999.0,31921851,31921851,31921851,27634285,27634285,27634285,18493714,18493714,18493714,49210285,49210285,49210285,2.3970000000000002,2.4675000000000002,2.303,3.0,3.0
NRIM,9,NRIM,2014-12-31,50925000.0,53550000.0,53287499.0,26070615,26070615,26070615,21167425,21167425,21167426,14709567,14709567,14709567,46998861,46998861,46998861,2.193,2.2575,2.1069999999999998,3.0,3.0
TBNK,0,TBNK,2024-12-31,65797261.0,70545517.0,67832228.0,51326441,51326441,51326441,31241315,31241315,31241315,24275868,24275868,24275869,42014526,42014526,42014526,2.4063009549391117,2.502552993136676,2.334111926290938,1.0,1.0
TBNK,1,TBNK,2023-12-31,63460641.0,68040275.0,65423341.0,49424150,50393251,48693744,30083432,30673303,29638850,23376142,23834498,23030682,40457359,41250641,39859468,2.250079378420213,2.3625833473412237,2.1825769970676063,1.0,1.0
TBNK,2,TBNK,2022-12-31,61207000.0,64362000.0,64046499.0,49551976,46051109,47403853,30161238,28030334,28853721,23436600,21780795,22420602,40561995,37696274,38803596,2.14608,2.2092,2.06192,3.0,3.0
TBNK,3,TBNK,2021-12-31,55440350.0,62730000.0,60641174.0,43925072,45719289,45005872,26736260,27828362,27394121,20775244,21623854,21286430,35955954,37424654,36840670,1.9805034000000001,2.184,1.813,5.0,5.0
TBNK,4,TBNK,2020-12-31,55828350.0,60690000.0,59599104.0,43450287,44918636,44328526,26447269,27341022,26981835,20550685,21245170,20966066,35567308,36769261,36286212,1.8768,1.9530000000000003,1.7738,5.0,5.0
TBNK,5,TBNK,2019-12-31,59752000.0,62832000.0,62523999.0,39466313,39278079,39371971,24918479,24799631,24858913,18905099,18814931,18859907,37012153,36835624,36923678,2.3358,2.415,2.2344,3.0,4.0
TBNK,6,TBNK,2018-12-31,60722000.0,64158000.0,63691249.0,37161930,36899326,37015994,26333221,26147138,26229810,15116546,15009725,15057182,36903285,36642510,36758365,2.0675399999999997,2.1525,1.96784,6.0,6.0
TBNK,7,TBNK,2017-12-31,60101200.0,63954000.0,63288629.0,35799221,35945014,35915400,26895258,27004790,26982542,16203169,16269157,16255753,34879386,35021433,34992580,1.8207,1.8900000000000001,1.7346,6.0,6.0
TBNK,8,TBNK,2016-12-31,60634700.0,64260000.0,63643879.0,33118524,33026499,32986814,25120726,25050923,25020822,15100695,15058735,15040641,37837748,37732609,37687269,1.7799,1.848,1.6856,6.0,6.0
TBNK,9,TBNK,2015-12-31,59218500.0,62934000.0,62405579.0,32470257,31909357,32129488,24481720,24058816,24224790,15001252,14742116,14843817,37955924,37300264,37557585,1.6294499999999998,1.6905000000000001,1.5582,6.0,6.0
PFHD,0,PFHD,2024-12-31,87899312.0,94242561.0,90617848.0,23638524.0,23638524.0,23638524.0,4554767.0,4554767.0,4554767.0,3556127.0,3556127.0,3556127.0,42410206.0,42410206.0,42410207.0,3.1032062802352636,3.2273345314446744,3.0101100918282055,1.0,1.0
PFHD,1,PFHD,2023-12-31,79270637.0,84991198.0,81722306.0,21283775.0,21701103.0,20969236.0,4101045.0,4181458.0,4040439.0,3201885.0,3264667.0,3154566.0,38185518.0,38934253.0,37621200.0,1.969519700407711,2.0679956854280968,1.9104341093954795,1.0,1.0
PFHD,2,PFHD,2022-12-31,71489000.0,75174000.0,74805500.0,19632700.0,18723433.0,19227201.0,3782910.0,3607709.0,3704777.0,2953501.0,2816713.0,2892499.0,35223301.0,33591972.0,34495789.0,1.275,1.3125,1.225,3.0,3.0
PFHD,3,PFHD,2021-12-31,66154000.0,72942240.0,70682904.0,19140918.0,17359007.0,18002797.0,3688152.0,3344806.0,3468854.0,2879519.0,2611452.0,2708303.0,34340987.0,31144035.0,32299069.0,0.9390834000000001,1.1151000000000002,0.7742,5.0,5.0
PFHD,4,PFHD,2020-12-31,53667190.0,65248380.0,60966309.0,,,,,,,,,,,,,0.5235966000000001,0.6194999999999999,0.3626,5.0,5.0
PVBC,0,PVBC,2023-12-31,62327685.0,66825559.0,64255345.0,36215948.0,36215948.0,36215948.0,21915760.0,21915761.0,21915761.0,16202579.0,16202579.0,16202579.0,49294347.0,49294347.0,49294348.0,-0.000758896542159763,-0.0007892524038461536,-0.0007361296458949702,2.0,2.0
PVBC,1,PVBC,2022-12-31,56218547.0,60275555.0,57957264.0,33615779.0,32264468.0,32118325.0,20342291.0,19524557.0,19436120.0,15039295.0,14434735.0,14369352.0,45755197.0,43915897.0,43716979.0,0.008264423076923075,0.00867764423076923,0.008016490384615382,2.0,2.0
PVBC,2,PVBC,2021-12-31,49176090.0,54933120.0,53060647.0,28665960.0,30141025.0,29407280.0,17346952.0,18239574.0,17795555.0,12824807.0,13484733.0,13156464.0,39017887.0,41025631.0,40026914.0,-0.09179999999999999,0.5880000000000001,-0.7252,4.0,4.0
PVBC,3,PVBC,2020-12-31,50458430.0,53607120.0,53071812.0,29262428.0,29564509.0,29413469.0,17707899.0,17890701.0,17799300.0,13091660.0,13226807.0,13159234.0,39829753.0,40240921.0,40035338.0,0.2295,0.5775000000000001,-0.098,4.0,4.0
PVBC,4,PVBC,2019-12-31,41656650.0,43803900.0,43589174.0,,,,,,,,,,,,,1.0608,1.092,1.0192,3.0,3.0
LCNB,0,LCNB,2023-12-31,62477451.0,66986133.0,64409743.0,44308668.0,44308668.0,44308667.0,27530751.0,27530751.0,27530751.0,22612880.0,22612880.0,22612879.0,52286310.0,52286309.0,52286309.0,1.6698933404977447,1.7366890741176546,1.6197965402828123,1.0,1.0
LCNB,1,LCNB,2022-12-31,59770341.0,64083665.0,61618909.0,42320671.0,43150489.0,41695244.0,26295529.0,26811128.0,25906926.0,21598309.0,22021805.0,21279122.0,49940380.0,50919603.0,49202346.0,1.6088302203065135,1.6892717313218393,1.560565313697318,1.0,1.0
LCNB,2,LCNB,2021-12-31,57180530.0,60127980.0,59833234.0,40486944.0,40486944.0,40486944.0,25156161.0,25156161.0,25156161.0,20662468.0,20662468.0,20662468.0,47776495.0,47776495.0,47776495.0,1.5810000000000002,1.6275000000000002,1.519,3.0,3.0
LCNB,3,LCNB,2020-12-31,54249190.0,57045540.0,56765904.0,38411395.0,38411395.0,38411395.0,23866540.0,23866540.0,23866540.0,19603214.0,19603214.0,19603214.0,45327250.0,45327250.0,45327250.0,1.4789999999999999,1.5225,1.421,3.0,3.0
LCNB,4,LCNB,2019-12-31,52336350.0,55034100.0,54764324.0,31063569.0,31063569.0,31063569.0,19537153.0,19537153.0,19537153.0,16299260.0,16299260.0,16299260.0,45483117.0,45483117.0,45483117.0,1.4687999999999999,1.512,1.4112,3.0,3.0
LCNB,5,LCNB,2018-12-31,47666770.0,50123820.0,49878114.0,29454148.0,29454148.0,29454149.0,20837224.0,20837224.0,20837224.0,15675044.0,15675044.0,15675044.0,41179014.0,41179014.0,41179015.0,1.428,1.47,1.3719999999999999,3.0,3.0
LCNB,6,LCNB,2017-12-31,39446990.0,41480340.0,41277004.0,18369557.0,18369557.0,18369557.0,13525831.0,13525831.0,13525831.0,9975150.0,9975150.0,9975150.0,27310591.0,27310591.0,27310591.0,1.275,1.3125,1.225,3.0,3.0
LCNB,7,LCNB,2016-12-31,49360390.0,51904740.0,51650304.0,22905495.0,22905495.0,22905495.0,16326445.0,16326445.0,16326445.0,11934864.0,11934864.0,11934864.0,35113923.0,35113923.0,35113923.0,1.2036,1.2389999999999999,1.1563999999999999,3.0,3.0
LCNB,8,LCNB,2015-12-31,47454340.0,49900440.0,49655829.0,21975515.0,21975515.0,21975515.0,14684687.0,14684687.0,14684687.0,10933472.0,10933472.0,10933472.0,35201151.0,35201151.0,35201151.0,1.1832,1.218,1.1367999999999998,3.0,3.0
LCNB,9,LCNB,2014-12-31,42834230.0,45042180.0,44821384.0,,,,,,,,,,,,,1.02,1.05,0.98,3.0,3.0
TSBK,0,TSBK,2016-09-30,32016395.0,34326856.0,33006593.0,18300642.0,18300642.0,18300642.0,12300270.0,12300270.0,12300270.0,8169964.0,8169964.0,8169964.0,23958136.0,23958136.0,23958136.0,1.2205233719008266,1.2693443067768597,1.1839076707438019,1.0,1.0
TSBK,1,TSBK,2015-09-30,32494625.0,34839598.0,33499614.0,14700418.0,14988662.0,14483171.0,8522695.0,8689807.0,8396744.0,5763904.0,5876921.0,5678723.0,25420294.0,25918732.0,25044625.0,0.975709090909091,1.0244945454545455,0.9464378181818183,1.0,1.0
TSBK,2,TSBK,2014-09-30,32980000.0,34680000.0,34510000.0,13045856.0,13045856.0,13045856.0,6828176.0,6828176.0,6828176.0,4470718.0,4470718.0,4470718.0,27040331.0,27040331.0,27040331.0,0.7956000000000001,0.8190000000000001,0.7644,3.0,3.0
