,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
CVBF,9,CVBF,2015-12-31,246768000.0,267240000.0,261450470.0,191260844,189454124,190949363,173767435,172125964,173484444,111030684,109981848,110849864,117550285,116439862,117358847,0.9350034000000002,0.9765000000000001,0.882,8.0,8.0
ONB,0,ONB,2024-12-31,656557548.0,703937990.0,676863452.0,380993477,380993478,380993478,240434127,240434127,240434127,197250449,197250449,197250449,424991972,424991972,424991972,1.010270098348199,1.0506809022821268,0.979961995397753,1.0,1.0
ONB,1,ONB,2023-12-31,687654826.0,737279401.0,708922501.0,398397547,406209264,392509899,251417340,256347092,247701813,206260999,210305333,203212807,444405926,453119768,437838352,1.0299434951809778,1.0814406699400267,0.9990451903255485,1.0,1.0
ONB,2,ONB,2022-12-31,720225000.0,757350000.0,753637499.0,422474666,412250418,417076823,266611724,260159492,263205299,218726363,213432999,215931757,471263557,459858576,465242352,1.0605,1.1025,1.029,2.0,2.0
ONB,3,ONB,2021-12-31,731380000.0,788154000.0,775214704.0,436455967,420632683,429965487,275434924,265449301,271338967,225964855,217772720,222604561,486859469,469208855,479619445,1.169075,1.4489999999999998,0.9603999999999999,7.0,9.0
ONB,4,ONB,2020-12-31,768628000.0,859452000.0,826993245.0,447341398,471057424,457653072,282304410,297270918,288811813,231600533,243878949,236939160,499001989,525456826,510504492,1.1084749999999999,1.2495,0.9898,7.0,9.0
ONB,5,ONB,2019-12-31,790550000.0,839460000.0,831414919.0,391206509,374212300,384216402,239167553,228777993,234894090,218709719,209208858,214801797,600815071,574715360,590079663,1.4515113999999998,1.5225,1.3818,6.0,8.0
ONB,6,ONB,2018-12-31,689775730.0,765714000.0,738629334.0,296084675,300713450,296924451,191442120,194434988,191985101,108652687,110351286,108960856,512913330,520931849,514368091,1.3476329,1.4385000000000001,1.2936,11.0,11.0
ONB,7,ONB,2017-12-31,607705000.0,664224000.0,648905445.0,285712581,272021246,280528685,209069079,199050497,205275783,140053939,133342560,137512836,474732826,451983648,466119396,1.0722867,1.1445,1.0192,11.0,11.0
ONB,8,ONB,2016-12-31,582582000.0,668814000.0,633574601.0,228352567,238196501,232855223,167695467,174924566,171002087,120157061,125336850,122526318,446646062,465900300,455453030,1.0289375,1.1130000000000002,0.9211999999999999,12.0,12.0
ONB,9,ONB,2015-12-31,565898000.0,622812000.0,603529870.0,204179457,206401353,203235462,155130809,156818954,154413584,113289190,114522011,112765413,425626503,430258202,423658679,0.9786900000000001,1.029,0.9309999999999999,11.0,11.0
IBTX,0,IBTX,2024-12-31,564349634.0,605075897.0,581803747.0,424535615,424535616,424535616,249456786,249456786,249456786,195234800,195234800,195234800,341033879,341033880,341033880,5.057597996871041,5.259901916745883,4.905870056964909,2.0,1.0
IBTX,1,IBTX,2023-12-31,566236164.0,607098567.0,583748622.0,446678949,412747055,418438307,262468191,242529838,245874013,205418043,189813495,192430780,358821849,331564006,336135848,4.7944533469185915,5.0341760142645215,4.650619746511033,2.0,1.0
IBTX,2,IBTX,2022-12-31,540193000.0,626790000.0,594485500.0,423477491,428115921,426810497,248835034,251560571,250793505,194748192,196881307,196280970,340183876,343909976,342861315,4.6359,4.966500000000001,4.2826,4.0,5.0
IBTX,3,IBTX,2021-12-31,530202000.0,608532000.0,578933812.0,406232599,425822932,414879988,238701949,250213213,243783148,186817638,195826811,190794387,326330876,342067994,333277414,4.1390172,4.9559999999999995,3.626,9.0,9.0
IBTX,4,IBTX,2020-12-31,560272000.0,613460640.0,599016460.0,424690026,433542060,429583225,249547519,254748968,252422759,195305813,199376673,197556090,341157919,348268851,345088677,4.1819999999999995,4.641,3.7239999999999998,9.0,9.0
IBTX,5,IBTX,2019-12-31,552900000.0,593028000.0,584401302.0,397605385,400459246,398094762,249311891,251101358,249618747,199856834,201291330,200102820,324857927,327189634,325257766,4.6716,4.872,4.459,8.0,8.0
IBTX,6,IBTX,2018-12-31,354826000.0,377866140.0,374581060.0,216492429,215855547,216621495,148873259,148435301,148962013,93605650,93330279,93661455,226426529,225760423,226561518,4.7106966,4.872,4.459,10.0,10.0
IBTX,7,IBTX,2017-12-31,290030000.0,309774000.0,305995095.0,169574767,171018462,170540654,118054540,119059612,118726971,78878837,79550381,79328126,181550973,183096629,182585076,3.3132965999999997,3.4545000000000003,3.1458,10.0,10.0
IBTX,8,IBTX,2016-12-31,196861500.0,208488000.0,206521674.0,103595318,102741623,102677262,69987477,69410733,69367251,46966698,46579661,46550482,136142395,135020491,134935908,2.9724126,3.1741500000000005,2.8126,11.0,11.0
IBTX,9,IBTX,2015-12-31,162572000.0,173604000.0,172074472.0,83864364,83129687,83816287,55401391,54916058,55369631,36571632,36251253,36550667,118469725,117431895,118401811,2.305965,2.499,2.1168,10.0,10.0
FIBK,0,FIBK,2024-12-31,596613082.0,639667634.0,615065033.0,316379964,316379964,316379965,223500389,223500389,223500389,172069630,172069630,172069630,389580858,389580858,389580858,2.7077954636198243,2.816107282164617,2.6265615997112293,2.0,2.0
FIBK,1,FIBK,2023-12-31,608253484.0,652148065.0,627065447.0,322897062,327482079,317279239,228104264,231343260,224135664,175614086,178107740,172558720,397605817,403251671,390688197,2.6410757494408728,2.7731295369129163,2.5618434769576464,2.0,2.0
FIBK,2,FIBK,2022-12-31,618472000.0,653820000.0,648889499.0,336906156,319333229,328725586,238000713,225586665,232221711,183233215,173675824,178784047,414856199,393217420,404782889,2.62752,2.7321,2.4989999999999997,4.0,4.0
FIBK,3,FIBK,2021-12-31,594416000.0,662969400.0,639170367.0,321495156,326093768,323816783,227113916,230362515,228753984,174851632,177352680,176114296,395879553,401542146,398738335,2.3079642,2.5305000000000004,2.10602,8.0,9.0
FIBK,4,FIBK,2020-12-31,632537000.0,695538000.0,675285082.0,335942538,349025407,341371767,237319984,246562119,241155356,182709133,189824515,185661928,413669628,429779483,420355019,2.5304772,2.7720000000000002,2.2138199999999997,8.0,9.0
FIBK,5,FIBK,2019-12-31,626620000.0,663204000.0,658328827.0,310682371,309393870,310224991,233237893,232270580,232894526,181118325,180367168,180851687,417747947,416015411,417132948,2.8810614,2.9925,2.7538,8.0,9.0
FIBK,6,FIBK,2018-12-31,554248300.0,589050000.0,583153410.0,236146626,236458306,236551192,182233177,182473699,182545379,123860468,124023946,124072666,389384727,389898659,390051820,2.8764,3.045,2.6557999999999997,11.0,11.0
FIBK,7,FIBK,2017-12-31,476658000.0,505920000.0,500658899.0,222963582,221849926,222644454,177562867,176675978,177308721,116904304,116320392,116736979,326196698,324567415,325729813,2.1376242,2.2260000000000004,2.0384,9.0,9.0
FIBK,8,FIBK,2016-12-31,389940000.0,415956000.0,410161499.0,174877861,175524442,174716226,136750232,137255842,136623836,90981981,91318372,90897889,267742482,268732414,267495014,2.1759966,2.2785,2.058,8.0,8.0
FIBK,9,FIBK,2015-12-31,371995000.0,395352000.0,391647899.0,176268851,175289710,176072212,138393297,137624547,138238910,90126499,89625863,90025957,245925743,244559671,245651398,1.9569414,2.0895,1.8521999999999998,9.0,9.0
ASB,0,ASB,2024-12-31,930388645.0,997530093.0,959163551.0,645610430,645610429,645610429,318513022,318513022,318513022,256049809,256049809,256049809,634652728,634652727,634652727,1.263236143707196,1.3137655894554838,1.22533905939598,2.0,2.0
ASB,1,ASB,2023-12-31,989926580.0,1061364581.0,1020542866.0,714086191,671565524,675122335,352295658,331318013,333072772,283207372,266343629,267754264,701966276,660167296,663663739,1.2814862413695103,1.3455605534379858,1.243041654128425,2.0,2.0
ASB,2,ASB,2022-12-31,1010740000.0,1152294000.0,1102137750.0,727358854,737188576,722752595,358843750,363693260,356571244,288471325,292369804,286644478,715013667,724676552,710485588,1.3130000000000002,1.4175000000000002,1.225,3.0,3.0
ASB,3,ASB,2021-12-31,999100000.0,1123836000.0,1096388455.0,745517968,693919050,717510067,367802580,342346165,353984834,295673250,275209062,284565286,732864573,682141424,705332040,0.962025,1.3860000000000001,0.2646,10.0,11.0
ASB,4,ASB,2020-12-31,1099599760.0,1328856000.0,1253776851.0,766253911,866290439,828985165,378032694,427385888,408981266,303897149,343571746,328776433,753248572,851587218,814915112,1.5857,1.9110000000000003,0.6859999999999999,10.0,11.0
ASB,5,ASB,2019-12-31,1182430000.0,1263944220.0,1246197846.0,744342406,745644782,741554247,408102257,408816314,406573587,329329001,329905228,328095400,811367700,812787349,808328477,1.9425633,2.0475,1.8718,9.0,10.0
ASB,6,ASB,2018-12-31,1197631840.0,1277958000.0,1266965315.0,623548965,616660175,618541352,388903886,384607387,385780666,263194645,260286946,261080975,843931316,834607805,837153851,2.0296455,2.1420000000000003,1.9404,15.0,16.0
ASB,7,ASB,2017-12-31,1043235000.0,1125641400.0,1112564926.0,448726079,444750123,446349773,298907516,296259033,297324600,208151031,206306700,207048731,802945767,795831232,798693629,1.5150000000000001,1.596,1.4504,15.0,17.0
ASB,8,ASB,2016-12-31,1003756000.0,1092726051.0,1076161281.0,425396400,426631944,429721329,280579520,281394450,283432122,195833040,196401827,197824039,765280880,767503602,773061355,1.2545614,1.3230000000000002,1.1858,15.0,16.0
ASB,9,ASB,2015-12-31,965150000.0,1047655260.0,1024356016.0,406765402,409440230,407505884,282893583,284753849,283408567,195235464,196519303,195590873,713045142,717734020,714343180,1.1962742999999998,1.281,1.13876,14.0,15.0
HWC,0,HWC,2024-12-31,1110064638.0,1190172396.0,1144396535.0,632503101,632503101,632503101,367985534,367985534,367985535,306745966,306745966,306745967,766804017,766804017,766804018,1.5375539425512705,1.5990561002533215,1.4914273242747325,1.0,2.0
HWC,1,HWC,2023-12-31,1141014364.0,1223355607.0,1176303468.0,649092993,661820307,639500486,377637409,385042064,372056561,314791591,320963975,310139499,786916481,802346216,775287173,-2.048222627609397,-2.150633758989867,-1.986775948781115,1.0,2.0
HWC,2,HWC,2022-12-31,1172827000.0,1233282000.0,1227236500.0,704510914,625418393,671641786,409879138,363863705,390756127,341667703,303310086,325727113,854101423,758214995,814253113,2.755785,3.20985,2.352,2.0,3.0
HWC,3,HWC,2021-12-31,1133640940.0,1342830000.0,1244284947.0,657803011,708409412,676703752,382704832,412147254,393701141,319015702,343558363,328182022,797475916,858827698,820389898,2.82093,3.633,2.1069999999999998,9.0,11.0
HWC,4,HWC,2020-12-31,1215500210.0,1336940520.0,1296870574.0,691716763,720525721,703664778,402435597,419196432,409386862,335462904,349434428,341257351,838590657,873516691,853075624,-1.1382700000000001,-0.7875000000000001,-1.568,9.0,11.0
HWC,5,HWC,2019-12-31,1186213000.0,1252560000.0,1244132870.0,648804809,649047600,649360398,406338831,406490888,406686790,344294202,344423041,344589030,799523512,799822704,800208166,4.024648,4.2315000000000005,3.8611999999999997,7.0,9.0
HWC,6,HWC,2018-12-31,1115500000.0,1177451280.0,1168966111.0,474245519,473680657,473957696,326676766,326287670,326478504,228385860,228113836,228247251,796116938,795168704,795633769,4.0203050000000005,4.2357,3.8611999999999997,10.0,11.0
HWC,7,HWC,2017-12-31,1053206600.0,1113024000.0,1104357220.0,371101899,361525119,362256419,225132839,219322986,219766637,179814321,175173973,175528318,870760631,848289493,850005429,2.7039114,2.8350000000000004,2.5872,11.0,12.0
HWC,8,HWC,2016-12-31,874455000.0,948600000.0,939313479.0,290897993,292966382,293023804,178164316,179431128,179466297,137965182,138946164,138973398,726964772,732133753,732277254,1.8598443,1.974,1.7738,10.0,11.0
HWC,9,HWC,2015-12-31,833230000.0,897498000.0,888537597.0,328391826,330326196,330298080,235711118,237099558,237079377,171023337,172030739,172016096,623379394,627051368,626997996,1.76245,1.8585,1.666,12.0,13.0
ISBC,0,ISBC,2024-12-31,862769485.0,925031201.0,889453078.0,920715243,920715242,920715243,380962891,380962891,380962891,259727375,259727375,259727375,560358187,560358187,560358187,1.8580105254145671,1.9323309464311498,1.8022702096521301,1.0,1.0
ISBC,1,ISBC,2023-12-31,818234858.0,877282735.0,843541091.0,871786123,888879969,858902585,360717567,367790460,355386766,245924811,250746866,242290454,530579347,540982864,522738273,1.4661917261752142,1.539501312483975,1.4222059743899578,1.0,1.0
ISBC,2,ISBC,2022-12-31,775999030.0,815998980.0,811998984.0,855722533,796991024,827644667,354070961,329769717,342453226,241393384,224825633,233472813,520802856,485058165,503714334,1.18014,1.21485,1.13386,3.0,3.0
ISBC,3,ISBC,2021-12-31,695005000.0,784686000.0,751919389.0,748123651,786578495,764520212,309549942,325461341,316334321,211040487,221888331,215665843,455316904,478720976,465296044,0.7896228,1.0594500000000002,0.3234,9.0,9.0
ISBC,4,ISBC,2020-12-31,690252000.0,741219720.0,730761135.0,757600911,716733111,754688132,313471333,296561528,312266117,213713956,202185434,212892282,461084876,436212250,459312125,0.7593186000000001,0.8925,0.6272,9.0,9.0
ISBC,5,ISBC,2019-12-31,631373000.0,716652000.0,671006522.0,559084208,594130856,564824781,261615749,278015345,264301971,195982042,208267336,197994349,406019191,431470834,410188120,0.7769034,0.8190000000000001,0.735,8.0,8.0
ISBC,6,ISBC,2018-12-31,652616000.0,697068000.0,686533819.0,501511377,481286821,494740124,280123930,268827313,276341783,126533925,121431164,124825502,434103290,416597114,428242160,0.78234,0.8190000000000001,0.6664,12.0,12.0
ISBC,7,ISBC,2017-12-31,653699490.0,727566000.0,697085455.0,502908694,498970282,503779734,319008713,316510471,319561237,204932421,203327540,205287364,403533136,400372961,404232058,0.60996,0.651,0.5683999999999999,12.0,12.0
ISBC,8,ISBC,2016-12-31,612846000.0,687480000.0,652390580.0,461532440,458066312,463854887,298148665,295909556,299648960,192666090,191219160,193635593,376120554,373295873,378013206,0.6006678,0.63,0.5683999999999999,11.0,11.0
ISBC,9,ISBC,2015-12-31,577344009.0,652555200.0,611520590.0,377414112,402063175,380520685,227678039,242547780,229552103,145206768,154690279,146401995,416105045,443281028,419530091,0.5406000000000001,0.5775000000000001,0.5096,11.0,12.0
COLB,0,COLB,2024-12-31,521389948.0,559016027.0,537515410.0,285555278,285555278,285555278,220869722,220869722,220869722,177758207,177758207,177758207,319016981,319016981,319016980,2.321510886966468,2.4143713224451266,2.2518655603574738,1.0,1.0
COLB,1,COLB,2023-12-31,534459176.0,573028395.0,550988841.0,292242581,297972827,287923725,226042180,230474380,222701656,181921054,185488134,179232566,326487910,332889633,321662965,2.129843250836192,2.2363354133780016,2.065947953311106,1.0,1.0
COLB,2,COLB,2022-12-31,547856000.0,576096000.0,573272000.0,316336057,282723387,299644473,244677870,218679328,231767356,196919248,175995356,186528734,353404687,315853246,334757164,1.99308,2.0517,1.91492,3.0,3.0
COLB,3,COLB,2021-12-31,523800000.0,616284000.0,578631707.0,291059855,314446874,301831114,225127373,243216635,233458667,181184809,195743232,187889919,325166590,351294128,337200038,1.7646,2.0265,1.519,8.0,8.0
COLB,4,COLB,2020-12-31,565607000.0,615978000.0,602517702.0,310830440,317577183,314464610,240419416,245637850,243230354,193492001,197691850,195754272,347253916,354791250,351313942,1.6797666,1.8690000000000002,1.4798,8.0,8.0
COLB,5,COLB,2019-12-31,568410300.0,605880000.0,598506321.0,270463329,269339731,269929370,217816770,216911884,217386747,177762981,177024492,177412034,365289035,363771498,364567867,2.7358949999999997,2.8455,2.597,7.0,7.0
COLB,6,COLB,2018-12-31,552803000.0,591702000.0,583224075.0,258936503,259340025,258952865,213519654,213852399,213533146,135355598,135566534,135364151,359476676,360036878,359499391,2.4854034,2.583,2.3618,8.0,8.0
COLB,7,COLB,2017-12-31,460798500.0,492456000.0,486125795.0,210892020,209795998,209712322,167419915,166549821,166483393,117215513,116606335,116559827,303942578,302362965,302242369,2.2644,2.3625000000000003,2.1168,8.0,8.0
COLB,8,COLB,2016-12-31,412250000.0,442873800.0,437355379.0,179268280,178518033,179467948,144302325,143698412,144463048,100698813,100277383,100810970,279943658,278772079,280255456,1.8156,1.8900000000000001,1.7346,8.0,8.0
COLB,9,COLB,2015-12-31,404587000.0,436468200.0,428748179.0,192629272,179942584,188746720,136484070,127495141,133733156,94524358,88298923,92619166,285069028,266294199,279323301,1.7748,1.8375000000000001,1.6856,8.0,8.0
ABCB,0,ABCB,2024-12-31,764614640.0,819793017.0,788262516.0,419135238,419135238,419135238,237343761,237343761,237343761,181095990,181095990,181095990,551557497,551557498,551557497,4.415250060755433,4.59186006318565,4.28279255893277,1.0,1.0
ABCB,1,ABCB,2023-12-31,814648307.0,873437360.0,839843616.0,445844222,454586266,439255392,252468261,257418619,248737203,192636156,196413336,189789317,586704961,598208980,578034445,3.8344207779422947,4.026141816839409,3.719388154604026,1.0,1.0
ABCB,2,ABCB,2022-12-31,867956000.0,912696000.0,908221999.0,488719126,462163909,474173023,276747038,261709612,268510015,211161140,199687413,204876198,643125830,608180715,623984008,3.3966000000000003,3.4965,3.2634,3.0,3.0
ABCB,3,ABCB,2021-12-31,869411000.0,966756000.0,937652533.0,494348604,481378350,492888222,279934844,272590177,279107873,213593472,207989407,212962484,650533894,633465798,648612117,2.9256965999999998,3.2550000000000003,2.205,8.0,9.0
ABCB,4,ABCB,2020-12-31,954092000.0,1089503820.0,1032029060.0,525984148,562358100,539152857,297849108,318446590,305306154,227262259,242978372,232952070,692164422,740030419,709493675,2.5619034000000003,2.94,2.1168,8.0,9.0
ABCB,5,ABCB,2019-12-31,677761310.0,723894000.0,715219242.0,362142835,364688025,364392110,227686316,229286528,229100480,181901062,183179487,183030852,466395483,469673375,469292273,3.8885766000000004,4.0215000000000005,3.7210599999999996,6.0,7.0
ABCB,6,ABCB,2018-12-31,450945240.0,478278000.0,472930317.0,197977512,198631319,197783155,155721209,156235468,155568336,92153196,92457526,92062728,301087902,302082225,300792321,3.34458,3.4692,3.1262,8.0,8.0
ABCB,7,ABCB,2017-12-31,359902010.0,380460000.0,377819336.0,155673516,155839467,155843032,118010695,118136497,118139199,80844603,80930785,80932636,246599587,246862467,246868114,2.5287534,2.6355,2.4108,8.0,8.0
ABCB,8,ABCB,2016-12-31,320973000.0,338946000.0,336585773.0,104453933,104202497,104411800,71069604,70898529,71040938,51159244,51036096,51138608,255976574,255360401,255873325,2.08896,2.184,1.9893999999999998,8.0,8.0
